start_time,end_time,duration,duration_mins,rental_place,return_place,start_lat,start_long,end_lat,end_long,trip_duration_minutes,year,month,hour,weekday,is_peak_hour,is_weekend
2018-01-18 09:26:00+00:00,2018-01-18 09:34:00+00:00,484,8.07,OLD STIRLING BRIDGE,CAUSEWAYHEAD ROUNDABOUT,56.12954,-3.93506,56.13829,-3.92392,8,2018,1,9,Thursday,1,0
2018-01-18 09:28:00+00:00,2018-01-18 09:41:00+00:00,779,12.98,BORESTONE ROUNDABOUT,TRAIN STATION,56.10034,-3.93702,56.11945,-3.93537,13,2018,1,9,Thursday,1,0
2018-01-18 09:39:00+00:00,2018-01-18 09:40:00+00:00,27,0.45,THE PEAK,THE PEAK,56.1182,-3.91407,56.1182,-3.91407,1,2018,1,9,Thursday,1,0
2018-01-18 09:40:00+00:00,2018-01-18 09:53:00+00:00,747,12.45,TRAIN STATION,CASTLE BUSINESS PARK / LOMOND COURT,56.11945,-3.93537,56.1282,-3.96029,13,2018,1,9,Thursday,1,0
2018-01-18 09:44:00+00:00,2018-01-18 09:53:00+00:00,530,8.83,TRAIN STATION,OLD STIRLING BRIDGE,56.11945,-3.93537,56.12954,-3.93506,9,2018,1,9,Thursday,1,0
2018-01-18 10:10:00+00:00,2018-01-18 10:32:00+00:00,1333,22.22,BRIDGE OF ALLAN,CAUSEWAYHEAD ROUNDABOUT,56.15297,-3.94723,56.13829,-3.92392,22,2018,1,10,Thursday,0,0
2018-01-18 10:35:00+00:00,2018-01-18 10:51:00+00:00,919,15.32,CAUSEWAYHEAD ROUNDABOUT,CAUSEWAYHEAD ROUNDABOUT,56.13829,-3.92392,56.13829,-3.92392,16,2018,1,10,Thursday,0,0
2018-01-18 10:53:00+00:00,2018-01-18 11:02:00+00:00,554,9.23,TRAIN STATION,FORTH VALLEY COLLEGE,56.11945,-3.93537,56.133,-3.96113,9,2018,1,10,Thursday,0,0
2018-01-18 11:29:00+00:00,2018-01-18 11:56:00+00:00,1645,27.42,PORT STREET,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",56.11538,-3.93741,56.14917,-3.92151,27,2018,1,11,Thursday,0,0
2018-01-18 12:12:00+00:00,2018-01-18 12:26:00+00:00,829,13.82,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",OLD STIRLING BRIDGE,56.14917,-3.92151,56.12954,-3.93506,14,2018,1,12,Thursday,0,0
2018-01-18 12:20:00+00:00,2018-01-18 12:33:00+00:00,794,13.23,CASTLE BUSINESS PARK / LOMOND COURT,TEITH HOUSE,56.1282,-3.96029,56.11289,-3.92586,13,2018,1,12,Thursday,0,0
2018-01-18 12:21:00+00:00,2018-01-18 12:37:00+00:00,912,15.2,CAUSEWAYHEAD ROUNDABOUT,BRIDGE OF ALLAN,56.13829,-3.92392,56.15297,-3.94723,16,2018,1,12,Thursday,0,0
2018-01-18 12:39:00+00:00,2018-01-18 13:02:00+00:00,1369,22.82,TRAIN STATION,"ALEXANDER COURT RESIDENCES, UNIVERSITY OF STIRLING",56.11945,-3.93537,56.14893,-3.9066,23,2018,1,12,Thursday,0,0
2018-01-18 12:40:00+00:00,2018-01-18 12:44:00+00:00,250,4.17,COMMUNITY HOSPITAL,PORT STREET,56.10701,-3.93676,56.11538,-3.93741,4,2018,1,12,Thursday,0,0
2018-01-18 12:40:00+00:00,2018-01-18 13:02:00+00:00,1324,22.07,TRAIN STATION,"ALEXANDER COURT RESIDENCES, UNIVERSITY OF STIRLING",56.11945,-3.93537,56.14893,-3.9066,22,2018,1,12,Thursday,0,0
2018-01-18 13:07:00+00:00,2018-01-18 13:19:00+00:00,745,12.42,PORT STREET,CASTLE BUSINESS PARK / LOMOND COURT,56.11538,-3.93741,56.1282,-3.96029,12,2018,1,13,Thursday,0,0
2018-01-18 13:25:00+00:00,2018-01-18 13:50:00+00:00,1470,24.5,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",MURRAY PLACE,56.14917,-3.92151,56.11901,-3.93656,25,2018,1,13,Thursday,0,0
2018-01-18 13:28:00+00:00,2018-01-18 13:42:00+00:00,892,14.87,RAPLOCH COMMUNITY CAMPUS,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.1298,-3.94921,56.14397,-3.92084,14,2018,1,13,Thursday,0,0
2018-01-18 13:34:00+00:00,2018-01-18 13:45:00+00:00,655,10.92,OLD STIRLING BRIDGE,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.12954,-3.93506,56.14397,-3.92084,11,2018,1,13,Thursday,0,0
2018-01-18 14:02:00+00:00,2018-01-18 14:11:00+00:00,541,9.02,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",OLD STIRLING BRIDGE,56.14397,-3.92084,56.12954,-3.93506,9,2018,1,14,Thursday,0,0
2018-01-18 14:06:00+00:00,2018-01-18 14:27:00+00:00,1295,21.58,OLD STIRLING BRIDGE,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",56.12954,-3.93506,56.14917,-3.92151,21,2018,1,14,Thursday,0,0
2018-01-18 14:07:00+00:00,2018-01-18 14:28:00+00:00,1236,20.6,OLD STIRLING BRIDGE,"WILLOW COURT RESIDENCES, UNIVERSITY OF STIRLING",56.12954,-3.93506,56.14917,-3.92151,21,2018,1,14,Thursday,0,0
2018-01-18 15:00:00+00:00,2018-01-18 15:27:00+00:00,1562,26.03,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",RAPLOCH COMMUNITY CAMPUS,56.14397,-3.92084,56.1298,-3.94921,27,2018,1,15,Thursday,0,0
2018-01-18 15:02:00+00:00,2018-01-18 15:13:00+00:00,669,11.15,TRAIN STATION,CASTLE BUSINESS PARK / LOMOND COURT,56.11945,-3.93537,56.1282,-3.96029,11,2018,1,15,Thursday,0,0
2018-01-18 15:05:00+00:00,2018-01-18 15:17:00+00:00,720,12,CASTLE BUSINESS PARK / LOMOND COURT,TRAIN STATION,56.1282,-3.96029,56.11945,-3.93537,12,2018,1,15,Thursday,0,0
2018-01-18 15:20:00+00:00,2018-01-18 15:30:00+00:00,650,10.83,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",OLD STIRLING BRIDGE,56.14397,-3.92084,56.12954,-3.93506,10,2018,1,15,Thursday,0,0
2018-01-18 15:21:00+00:00,2018-01-18 15:30:00+00:00,586,9.77,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",OLD STIRLING BRIDGE,56.14397,-3.92084,56.12954,-3.93506,9,2018,1,15,Thursday,0,0
2018-01-18 15:39:00+00:00,2018-01-18 15:49:00+00:00,580,9.67,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",BRIDGE OF ALLAN TRAIN STATION,56.14397,-3.92084,56.15685,-3.95705,10,2018,1,15,Thursday,0,0
2018-01-18 15:50:00+00:00,2018-01-18 16:04:00+00:00,834,13.9,OLD STIRLING BRIDGE,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.12954,-3.93506,56.14397,-3.92084,14,2018,1,15,Thursday,0,0
2018-01-18 16:17:00+00:00,2018-01-18 16:29:00+00:00,717,11.95,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",OLD STIRLING BRIDGE,56.14397,-3.92084,56.12954,-3.93506,12,2018,1,16,Thursday,1,0
2018-01-18 16:34:00+00:00,2018-01-18 16:51:00+00:00,1066,17.77,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",TRAIN STATION,56.14397,-3.92084,56.11945,-3.93537,17,2018,1,16,Thursday,1,0
2018-01-18 16:44:00+00:00,2018-01-18 17:08:00+00:00,1448,24.13,FORTH VALLEY COLLEGE,TRAIN STATION,56.133,-3.96113,56.11945,-3.93537,24,2018,1,16,Thursday,1,0
2018-01-18 16:45:00+00:00,2018-01-18 16:55:00+00:00,582,9.7,CASTLE BUSINESS PARK / LOMOND COURT,TRAIN STATION,56.1282,-3.96029,56.11945,-3.93537,10,2018,1,16,Thursday,1,0
2018-01-18 16:48:00+00:00,2018-01-18 17:01:00+00:00,775,12.92,CASTLE BUSINESS PARK / LOMOND COURT,TRAIN STATION,56.1282,-3.96029,56.11945,-3.93537,13,2018,1,16,Thursday,1,0
2018-01-18 16:56:00+00:00,2018-01-18 17:06:00+00:00,605,10.08,OLD STIRLING BRIDGE,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",56.12954,-3.93506,56.14397,-3.92084,10,2018,1,16,Thursday,1,0
2018-01-18 17:09:00+00:00,2018-01-18 17:18:00+00:00,538,8.97,FORTH VALLEY COLLEGE,TRAIN STATION,56.133,-3.96113,56.11945,-3.93537,9,2018,1,17,Thursday,1,0
2018-01-18 17:10:00+00:00,2018-01-18 17:29:00+00:00,1191,19.85,"COTTRELL BUILDING (LOGIE ENTRANCE), UNIVERSITY OF STIRLING",TRAIN STATION,56.14397,-3.92084,56.11945,-3.93537,19,2018,1,17,Thursday,1,0
2018-01-18 17:18:00+00:00,2018-01-18 17:26:00+00:00,498,8.3,THE PEAK,TRAIN STATION,56.1182,-3.91407,56.11945,-3.93537,8,2018,1,17,Thursday,1,0
